game_pk,hp_umpire_id,hp_umpire_name,game_total_k
661725,484198,Alan Porter,8
661726,427533,Mark Wegner,13
661727,482666,D.J. Reyburn,18
661728,521051,Nick Mahrley,12
661729,427243,Marvin Hudson,14
661730,484499,Manny Gonzalez,18
661731,596809,Ryan Additon,13
661732,623938,Erich Bacchus,13
661733,483630,John Tumpane,20
661734,427224,Ed Hickox,21
661735,623938,Erich Bacchus,15
661736,573596,Pat Hoberg,15
661737,427366,Brian O'Nora,15
661738,482620,Chris Conroy,17
661739,503502,Ryan Blakney,13
661740,427299,Jerry Layne,21
661741,605674,Ryan Wills,24
661742,427197,Chris Guccione,15
661743,427144,Paul Emmel,13
661744,490319,Jordan Baker,17
661745,489985,Chad Whitson,19
661746,575629,Shane Livensparger,15
661747,482666,D.J. Reyburn,11
661748,596809,Ryan Additon,18
661749,427220,Angel Hernandez,20
661750,427292,Ron Kulpa,17
661751,427164,Andy Fletcher,15
661752,573597,Gabe Morales,22
661753,427339,Jerry Meals,19
661754,547380,Carlos Torres,13
661755,427534,Bill Welke,20
661756,427168,Marty Foster,21
661757,503493,Sean Barber,17
661758,482663,David Rackley,24
661759,427362,Jeff Nelson,18
661760,483564,Dan Bellino,11
661761,428442,James Hoye,19
661762,503502,Ryan Blakney,15
661763,427243,Marvin Hudson,19
661764,623938,Erich Bacchus,18
661765,511890,Quinn Wolcott,15
661766,482641,Adrian Johnson,13
661767,489985,Chad Whitson,9
661768,427113,Laz Diaz,21
661769,511890,Quinn Wolcott,15
661770,483561,Lance Barrett,10
661771,427053,Mark Carlson,17
661772,605671,Charlie Ramos,22
661773,596805,John Libka,16
661774,644760,Adam Beck,17
661775,598411,Nestor Ceja,19
661776,605672,Jeremie Rehak,20
661777,490319,Jordan Baker,14
661778,605674,Ryan Wills,20
661779,521051,Nick Mahrley,17
661780,427533,Mark Wegner,12
661781,503490,Chris Segal,21
661782,427534,Bill Welke,10
661783,427344,Bill Miller,20
661784,429805,Todd Tichenor,14
661785,427128,Rob Drake,14
661786,504381,Will Little,19
661787,605673,Alex Tosi,14
661788,484499,Manny Gonzalez,12
661789,623949,Clint Vondrak,21
661790,596740,Jansen Visconti,13
661791,427339,Jerry Meals,19
661792,521889,Stu Scheurwater,16
661793,483630,John Tumpane,14
661794,427533,Mark Wegner,19
661795,427168,Marty Foster,17
661796,427292,Ron Kulpa,19
661797,482641,Adrian Johnson,19
661798,605670,Dan Merzel,11
661799,639723,Brennan Miller,13
661800,431232,Chad Fairchild,15
661801,427366,Brian O'Nora,9
661802,573597,Gabe Morales,24
661803,427164,Andy Fletcher,12
661804,575629,Shane Livensparger,14
661805,623938,Erich Bacchus,10
661806,427139,Doug Eddings,18
661807,573596,Pat Hoberg,13
661808,623945,Alex MacKay,13
661809,427164,Andy Fletcher,17
661810,503490,Chris Segal,30
661811,608093,Junior Valentine,23
661812,483630,John Tumpane,17
661813,503502,Ryan Blakney,25
661814,427243,Marvin Hudson,12
661815,431232,Chad Fairchild,18
661816,504381,Will Little,21
661817,427128,Rob Drake,13
661818,605672,Jeremie Rehak,23
661819,427248,Dan Iassogna,18
661820,482608,Scott Barry,15
661821,427534,Bill Welke,16
661822,427315,Alfonso Márquez,15
661823,547380,Carlos Torres,15
661824,598411,Nestor Ceja,15
661825,544728,Nic Lentz,14
661826,427013,Lance Barksdale,26
661827,427520,Larry Vanover,13
661828,427144,Paul Emmel,20
661829,575629,Shane Livensparger,20
661830,504381,Will Little,15
661831,428442,James Hoye,22
661832,427220,Angel Hernandez,18
661833,427362,Jeff Nelson,15
661834,521889,Stu Scheurwater,14
661835,482631,Mike Estabrook,18
661836,623946,Malachi Moore,15
661837,577468,Roberto Ortiz,20
661838,431232,Chad Fairchild,20
661839,427128,Rob Drake,21
661840,594151,Ramon De Jesus,13
661841,644760,Adam Beck,18
661842,428442,James Hoye,13
661843,503077,Adam Hamari,16
661844,431232,Chad Fairchild,13
661845,503502,Ryan Blakney,19
661846,605671,Charlie Ramos,12
661847,623938,Erich Bacchus,14
661848,427248,Dan Iassogna,19
661849,521251,Ben May,17
661850,427554,Jim Wolf,19
661851,482620,Chris Conroy,22
661852,544728,Nic Lentz,21
661853,483569,Vic Carapazza,17
661854,427339,Jerry Meals,12
661855,596740,Jansen Visconti,16
661856,482663,David Rackley,21
661857,573769,Jeremy Riggs,23
661858,503493,Sean Barber,15
661859,427520,Larry Vanover,16
661860,521251,Ben May,15
661861,596805,John Libka,14
661862,644760,Adam Beck,23
661863,427248,Dan Iassogna,13
661864,427534,Bill Welke,20
661865,427164,Andy Fletcher,17
661866,573597,Gabe Morales,17
661867,427344,Bill Miller,19
661868,577468,Roberto Ortiz,17
661869,596740,Jansen Visconti,11
661870,427339,Jerry Meals,26
661871,427224,Ed Hickox,19
661872,521051,Nick Mahrley,21
661873,489985,Chad Whitson,16
661874,503077,Adam Hamari,14
661875,547380,Carlos Torres,19
661876,427292,Ron Kulpa,14
661877,482620,Chris Conroy,20
661878,608158,Nate Tomlinson,17
661879,482663,David Rackley,22
661880,608093,Junior Valentine,14
661881,427243,Marvin Hudson,14
661882,608093,Junior Valentine,14
661883,427424,Jim Reynolds,15
661884,427224,Ed Hickox,12
661885,427520,Larry Vanover,22
661886,427220,Angel Hernandez,20
661887,428442,James Hoye,20
661888,605670,Dan Merzel,27
661889,608093,Junior Valentine,13
661890,427243,Marvin Hudson,15
661891,504381,Will Little,19
661892,427053,Mark Carlson,16
661893,503502,Ryan Blakney,25
661894,521051,Nick Mahrley,16
661895,489985,Chad Whitson,11
661896,503077,Adam Hamari,17
661897,427537,Hunter Wendelstedt,14
661898,427113,Laz Diaz,13
661899,596805,John Libka,15
661900,427339,Jerry Meals,17
661901,427093,Phil Cuzzi,14
661902,608158,Nate Tomlinson,14
661903,503586,Tripp Gibson,14
661904,427113,Laz Diaz,13
661905,596809,Ryan Additon,18
661906,490319,Jordan Baker,25
661907,427197,Chris Guccione,17
661908,575629,Shane Livensparger,15
661909,484183,Cory Blaser,19
661910,573596,Pat Hoberg,18
661911,427206,Tom Hallion,20
661912,427053,Mark Carlson,15
661913,427019,Ted Barrett,21
661914,483569,Vic Carapazza,14
661915,427299,Jerry Layne,21
661916,484499,Manny Gonzalez,21
661917,427044,CB Bucknor,15
661918,427362,Jeff Nelson,23
661919,605674,Ryan Wills,11
661920,483630,John Tumpane,16
661921,623938,Erich Bacchus,15
661922,573596,Pat Hoberg,13
661923,427299,Jerry Layne,9
661924,489985,Chad Whitson,15
661925,427537,Hunter Wendelstedt,13
661926,639723,Brennan Miller,10
661927,427533,Mark Wegner,9
661928,503502,Ryan Blakney,12
661929,427093,Phil Cuzzi,18
661930,427113,Laz Diaz,14
661931,605674,Ryan Wills,12
661932,489985,Chad Whitson,12
661933,554242,Edwin Moscoso,19
661934,605674,Ryan Wills,11
661935,484183,Cory Blaser,18
661936,427013,Lance Barksdale,13
661937,427537,Hunter Wendelstedt,14
661938,489985,Chad Whitson,16
661939,644760,Adam Beck,17
661940,427248,Dan Iassogna,12
661941,427224,Ed Hickox,20
661942,503077,Adam Hamari,16
661943,489985,Chad Whitson,22
661944,427537,Hunter Wendelstedt,19
661945,503077,Adam Hamari,16
661946,596740,Jansen Visconti,13
661947,427139,Doug Eddings,17
661948,427224,Ed Hickox,20
661949,483569,Vic Carapazza,11
661950,482631,Mike Estabrook,15
661951,427286,Brian Knight,19
661952,431232,Chad Fairchild,27
661953,605671,Charlie Ramos,20
661954,622329,Randy Rosenberg,14
661955,427299,Jerry Layne,12
661956,605672,Jeremie Rehak,11
661957,605674,Ryan Wills,18
661958,482620,Chris Conroy,15
661959,623946,Malachi Moore,11
661960,427129,Bruce Dreckman,17
661961,428442,James Hoye,15
661962,503490,Chris Segal,17
661963,483569,Vic Carapazza,30
661964,596809,Ryan Additon,18
661965,427366,Brian O'Nora,8
661966,427533,Mark Wegner,15
661967,427113,Laz Diaz,19
661968,503586,Tripp Gibson,20
661969,605671,Charlie Ramos,17
661970,427013,Lance Barksdale,21
661971,503490,Chris Segal,11
661972,427248,Dan Iassogna,12
661973,521251,Ben May,11
661974,482608,Scott Barry,10
661975,427093,Phil Cuzzi,11
661976,483919,Mark Ripperger,15
661977,503490,Chris Segal,20
661978,427248,Dan Iassogna,19
661979,623938,Erich Bacchus,15
661980,490319,Jordan Baker,15
661981,427243,Marvin Hudson,17
661982,598411,Nestor Ceja,7
661983,427206,Tom Hallion,13
661984,427184,Greg Gibson,9
661985,504381,Will Little,12
661986,521051,Nick Mahrley,9
661987,427220,Angel Hernandez,19
661988,482620,Chris Conroy,18
661989,427013,Lance Barksdale,17
661990,483564,Dan Bellino,21
661991,573597,Gabe Morales,13
661992,623949,Clint Vondrak,15
661993,483630,John Tumpane,19
661994,484499,Manny Gonzalez,21
661995,427139,Doug Eddings,13
661996,607886,Lew Williams,16
661997,427164,Andy Fletcher,9
661998,573596,Pat Hoberg,16
661999,554242,Edwin Moscoso,15
662000,503502,Ryan Blakney,20
662001,427243,Marvin Hudson,10
662002,427093,Phil Cuzzi,17
662003,483564,Dan Bellino,23
662004,484183,Cory Blaser,20
662005,482666,D.J. Reyburn,16
662006,428442,James Hoye,13
662007,427533,Mark Wegner,13
662008,484198,Alan Porter,20
662009,554242,Edwin Moscoso,12
662010,503490,Chris Segal,23
662011,431232,Chad Fairchild,13
662012,427366,Brian O'Nora,18
662013,605674,Ryan Wills,14
662014,503502,Ryan Blakney,22
662015,427044,CB Bucknor,13
662016,483912,Mike Muchlinski,16
662017,427292,Ron Kulpa,15
662018,623949,Clint Vondrak,17
662019,483912,Mike Muchlinski,15
662020,429805,Todd Tichenor,14
662021,427424,Jim Reynolds,14
662022,521889,Stu Scheurwater,11
662023,427362,Jeff Nelson,14
662024,503586,Tripp Gibson,17
662025,483912,Mike Muchlinski,25
662026,596805,John Libka,17
662027,427286,Brian Knight,23
662028,427139,Doug Eddings,14
662029,427344,Bill Miller,21
662030,573597,Gabe Morales,26
662031,503490,Chris Segal,20
662032,554242,Edwin Moscoso,18
662033,482641,Adrian Johnson,22
662034,483919,Mark Ripperger,17
662035,427197,Chris Guccione,23
662036,573769,Jeremy Riggs,13
662037,427292,Ron Kulpa,13
662038,482641,Adrian Johnson,19
662039,484183,Cory Blaser,18
662040,427206,Tom Hallion,14
662041,427093,Phil Cuzzi,18
662042,427344,Bill Miller,19
662043,427013,Lance Barksdale,18
662044,427164,Andy Fletcher,13
662045,427248,Dan Iassogna,24
662046,521251,Ben May,17
662047,605671,Charlie Ramos,11
662048,605672,Jeremie Rehak,18
662049,427044,CB Bucknor,13
662050,482608,Scott Barry,19
662051,427144,Paul Emmel,12
662052,483564,Dan Bellino,21
662053,573769,Jeremy Riggs,13
662054,482666,D.J. Reyburn,20
662055,484183,Cory Blaser,18
662056,483919,Mark Ripperger,17
662057,482641,Adrian Johnson,20
662058,605671,Charlie Ramos,19
662059,665576,Brock Ballou,18
662060,427315,Alfonso Márquez,17
662061,598411,Nestor Ceja,15
662062,573597,Gabe Morales,14
662063,483919,Mark Ripperger,18
662064,623946,Malachi Moore,15
662065,482631,Mike Estabrook,13
662066,547380,Carlos Torres,18
662067,427164,Andy Fletcher,17
662068,503077,Adam Hamari,20
662069,427537,Hunter Wendelstedt,14
662070,427093,Phil Cuzzi,13
662071,503502,Ryan Blakney,24
662072,573597,Gabe Morales,18
662074,577468,Roberto Ortiz,17
662075,482666,D.J. Reyburn,16
662076,427019,Ted Barrett,15
662077,598411,Nestor Ceja,16
662078,544728,Nic Lentz,15
662079,490319,Jordan Baker,14
662080,483561,Lance Barrett,16
662081,482608,Scott Barry,17
662082,427299,Jerry Layne,15
662083,427534,Bill Welke,13
662084,644760,Adam Beck,15
662085,503502,Ryan Blakney,21
662086,482620,Chris Conroy,21
662087,482663,David Rackley,19
662088,427144,Paul Emmel,16
662089,547380,Carlos Torres,14
662090,482620,Chris Conroy,15
662091,521889,Stu Scheurwater,13
662092,573597,Gabe Morales,19
662093,428442,James Hoye,17
662094,484198,Alan Porter,16
662095,544728,Nic Lentz,22
662096,427013,Lance Barksdale,13
662097,427019,Ted Barrett,19
662098,608093,Junior Valentine,11
662099,664265,Jose Navas,21
662100,427533,Mark Wegner,11
662101,427197,Chris Guccione,13
662102,577468,Roberto Ortiz,16
662103,427139,Doug Eddings,22
662104,427197,Chris Guccione,25
662105,427344,Bill Miller,12
662106,521251,Ben May,14
662107,605673,Alex Tosi,14
662108,511890,Quinn Wolcott,20
662109,427129,Bruce Dreckman,24
662110,511890,Quinn Wolcott,22
662111,605672,Jeremie Rehak,14
662112,483630,John Tumpane,19
662113,573596,Pat Hoberg,13
662114,483564,Dan Bellino,22
662115,427128,Rob Drake,20
662116,427184,Greg Gibson,22
662117,644760,Adam Beck,19
662118,427164,Andy Fletcher,20
662119,573597,Gabe Morales,21
662120,427129,Bruce Dreckman,15
662121,573769,Jeremy Riggs,19
662122,594151,Ramon De Jesus,14
662123,483561,Lance Barrett,28
662124,427315,Alfonso Márquez,13
662125,605670,Dan Merzel,15
662126,482666,D.J. Reyburn,22
662127,503586,Tripp Gibson,16
662128,427113,Laz Diaz,16
662129,483564,Dan Bellino,21
662130,427113,Laz Diaz,14
662131,431232,Chad Fairchild,15
662132,608158,Nate Tomlinson,14
662133,483912,Mike Muchlinski,17
662134,605673,Alex Tosi,20
662135,427424,Jim Reynolds,18
662136,623938,Erich Bacchus,22
662137,484198,Alan Porter,24
662138,511890,Quinn Wolcott,18
662139,427315,Alfonso Márquez,16
662140,483561,Lance Barrett,19
662141,594151,Ramon De Jesus,14
662142,427093,Phil Cuzzi,19
662143,605670,Dan Merzel,21
662144,483919,Mark Ripperger,20
662145,503493,Sean Barber,17
662146,482663,David Rackley,20
662147,521889,Stu Scheurwater,18
662148,594151,Ramon De Jesus,24
662149,573597,Gabe Morales,13
662150,608093,Junior Valentine,14
662151,427139,Doug Eddings,16
662152,427315,Alfonso Márquez,15
662153,482641,Adrian Johnson,15
662154,503502,Ryan Blakney,20
662155,484499,Manny Gonzalez,23
662156,427044,CB Bucknor,8
662157,427139,Doug Eddings,23
662158,427344,Bill Miller,22
662159,605670,Dan Merzel,13
662160,427197,Chris Guccione,20
662161,427168,Marty Foster,10
662162,427164,Andy Fletcher,26
662163,503490,Chris Segal,20
662164,427243,Marvin Hudson,22
662165,427299,Jerry Layne,15
662166,503077,Adam Hamari,18
662167,427520,Larry Vanover,9
662168,427344,Bill Miller,14
662169,521051,Nick Mahrley,19
662170,427299,Jerry Layne,14
662171,427537,Hunter Wendelstedt,16
662172,486200,David Arrieta,19
662173,482641,Adrian Johnson,11
662174,521051,Nick Mahrley,13
662175,521251,Ben May,15
662176,427286,Brian Knight,23
662177,547380,Carlos Torres,23
662178,573769,Jeremy Riggs,13
662179,521051,Nick Mahrley,11
662180,427366,Brian O'Nora,13
662181,427113,Laz Diaz,23
662182,503586,Tripp Gibson,14
662183,623949,Clint Vondrak,16
662184,489985,Chad Whitson,15
662185,483561,Lance Barrett,21
662186,573769,Jeremy Riggs,19
662187,503586,Tripp Gibson,14
662188,482608,Scott Barry,23
662189,483912,Mike Muchlinski,16
662190,427128,Rob Drake,16
662191,427248,Dan Iassogna,19
662192,504381,Will Little,12
662193,483630,John Tumpane,15
662194,503077,Adam Hamari,22
662195,427248,Dan Iassogna,16
662196,503077,Adam Hamari,23
662197,427344,Bill Miller,14
662198,503493,Sean Barber,22
662199,521251,Ben May,22
662200,427197,Chris Guccione,19
662201,482608,Scott Barry,22
662202,596740,Jansen Visconti,16
662203,639723,Brennan Miller,20
662204,427339,Jerry Meals,7
662205,483919,Mark Ripperger,15
662206,427184,Greg Gibson,16
662207,644760,Adam Beck,16
662208,427013,Lance Barksdale,25
662209,554242,Edwin Moscoso,19
662210,503493,Sean Barber,21
662211,427197,Chris Guccione,18
662212,427362,Jeff Nelson,18
662213,521889,Stu Scheurwater,20
662214,482663,David Rackley,22
662215,573597,Gabe Morales,14
662216,605674,Ryan Wills,13
662217,482663,David Rackley,13
662218,503493,Sean Barber,22
662219,483630,John Tumpane,18
662220,482641,Adrian Johnson,15
662221,482641,Adrian Johnson,10
662222,427220,Angel Hernandez,16
662223,623946,Malachi Moore,12
662224,605671,Charlie Ramos,15
662225,482663,David Rackley,22
662226,427144,Paul Emmel,16
662227,483561,Lance Barrett,6
662228,503586,Tripp Gibson,18
662229,427113,Laz Diaz,17
662230,427292,Ron Kulpa,16
662231,605673,Alex Tosi,17
662232,623938,Erich Bacchus,17
662233,427053,Mark Carlson,19
662234,427139,Doug Eddings,16
662235,427344,Bill Miller,17
662236,577468,Roberto Ortiz,25
662237,427286,Brian Knight,15
662238,427533,Mark Wegner,20
662239,484198,Alan Porter,20
662240,623945,Alex MacKay,14
662241,623938,Erich Bacchus,23
662242,573596,Pat Hoberg,14
662243,431232,Chad Fairchild,21
662244,503502,Ryan Blakney,22
662245,427128,Rob Drake,15
662246,573769,Jeremy Riggs,15
662247,427139,Doug Eddings,11
662248,545402,John Bacon,29
662249,427366,Brian O'Nora,19
662250,427243,Marvin Hudson,16
662251,482641,Adrian Johnson,22
662252,511890,Quinn Wolcott,22
662253,427520,Larry Vanover,17
662254,554242,Edwin Moscoso,20
662255,594151,Ramon De Jesus,22
662256,483569,Vic Carapazza,20
662257,431232,Chad Fairchild,15
662258,482608,Scott Barry,19
662259,427248,Dan Iassogna,16
662260,623946,Malachi Moore,18
662261,482666,D.J. Reyburn,16
662262,427220,Angel Hernandez,14
662263,605674,Ryan Wills,15
662264,427113,Laz Diaz,21
662265,547380,Carlos Torres,5
662266,483564,Dan Bellino,19
662267,489985,Chad Whitson,15
662268,623946,Malachi Moore,22
662269,427362,Jeff Nelson,19
662270,427129,Bruce Dreckman,20
662271,623949,Clint Vondrak,9
662272,428442,James Hoye,12
662273,521251,Ben May,17
662274,573769,Jeremy Riggs,16
662275,605670,Dan Merzel,14
662276,427168,Marty Foster,21
662277,427093,Phil Cuzzi,11
662278,483919,Mark Ripperger,19
662279,427044,CB Bucknor,18
662280,484499,Manny Gonzalez,23
662281,427362,Jeff Nelson,13
662282,575629,Shane Livensparger,12
662283,484183,Cory Blaser,18
662284,482620,Chris Conroy,16
662285,596805,John Libka,18
662286,427019,Ted Barrett,21
662287,427224,Ed Hickox,11
662288,427533,Mark Wegner,15
662289,427339,Jerry Meals,18
662290,427339,Jerry Meals,11
662291,605674,Ryan Wills,15
662292,483569,Vic Carapazza,16
662293,605672,Jeremie Rehak,16
662294,427224,Ed Hickox,12
662295,483569,Vic Carapazza,24
662296,484198,Alan Porter,12
662297,596740,Jansen Visconti,15
662298,483569,Vic Carapazza,18
662299,598411,Nestor Ceja,21
662300,427013,Lance Barksdale,15
662301,427139,Doug Eddings,14
662302,577468,Roberto Ortiz,15
662303,427339,Jerry Meals,13
662304,596740,Jansen Visconti,10
662305,482666,D.J. Reyburn,9
662306,427129,Bruce Dreckman,13
662307,596740,Jansen Visconti,23
662308,427093,Phil Cuzzi,12
662309,427339,Jerry Meals,14
662310,428442,James Hoye,14
662311,427220,Angel Hernandez,14
662312,427315,Alfonso Márquez,21
662313,483561,Lance Barrett,19
662314,427197,Chris Guccione,13
662315,427139,Doug Eddings,15
662316,429805,Todd Tichenor,18
662317,427533,Mark Wegner,18
662318,605672,Jeremie Rehak,16
662319,639723,Brennan Miller,14
662320,427144,Paul Emmel,15
662321,623938,Erich Bacchus,19
662322,554242,Edwin Moscoso,15
662323,503490,Chris Segal,14
662324,427224,Ed Hickox,13
662325,623949,Clint Vondrak,14
662326,577468,Roberto Ortiz,16
662327,596805,John Libka,14
662328,544728,Nic Lentz,17
662329,427013,Lance Barksdale,15
662330,575629,Shane Livensparger,17
662331,427128,Rob Drake,15
662332,623946,Malachi Moore,17
662333,427164,Andy Fletcher,18
662334,573597,Gabe Morales,20
662335,482641,Adrian Johnson,20
662336,483630,John Tumpane,13
662337,427243,Marvin Hudson,13
662338,605674,Ryan Wills,21
662339,490319,Jordan Baker,15
662340,577468,Roberto Ortiz,17
662341,427286,Brian Knight,10
662342,503502,Ryan Blakney,18
662343,427013,Lance Barksdale,15
662344,605670,Dan Merzel,16
662345,503490,Chris Segal,16
662346,573597,Gabe Morales,19
662347,608093,Junior Valentine,13
662348,427019,Ted Barrett,14
662349,623949,Clint Vondrak,21
662350,503586,Tripp Gibson,16
662351,521251,Ben May,8
662352,427248,Dan Iassogna,17
662353,427197,Chris Guccione,12
662354,490319,Jordan Baker,14
662355,596809,Ryan Additon,10
662356,482631,Mike Estabrook,17
662357,623938,Erich Bacchus,30
662358,544728,Nic Lentz,21
662359,623938,Erich Bacchus,16
662360,427113,Laz Diaz,13
662361,623945,Alex MacKay,9
662362,427292,Ron Kulpa,24
662363,427424,Jim Reynolds,19
662364,596805,John Libka,18
662365,429805,Todd Tichenor,17
662366,483912,Mike Muchlinski,11
662367,484499,Manny Gonzalez,16
662368,482620,Chris Conroy,19
662369,427093,Phil Cuzzi,17
662370,598411,Nestor Ceja,16
662371,605673,Alex Tosi,20
662372,575629,Shane Livensparger,11
662373,521889,Stu Scheurwater,14
662374,427206,Tom Hallion,11
662375,484183,Cory Blaser,11
662376,483919,Mark Ripperger,21
662377,427019,Ted Barrett,15
662378,544728,Nic Lentz,13
662379,482608,Scott Barry,9
662380,427168,Marty Foster,19
662381,623949,Clint Vondrak,14
662382,482666,D.J. Reyburn,16
662383,639723,Brennan Miller,21
662384,483561,Lance Barrett,14
662385,596740,Jansen Visconti,16
662386,427554,Jim Wolf,16
662387,428442,James Hoye,17
662388,577468,Roberto Ortiz,16
662389,427286,Brian Knight,17
662390,427139,Doug Eddings,19
662391,521051,Nick Mahrley,16
662392,427184,Greg Gibson,18
662393,521051,Nick Mahrley,14
662394,427537,Hunter Wendelstedt,16
662395,503490,Chris Segal,18
662396,544728,Nic Lentz,14
662397,427128,Rob Drake,16
662398,598411,Nestor Ceja,26
662399,521251,Ben May,10
662400,483630,John Tumpane,26
662401,503502,Ryan Blakney,18
662402,427093,Phil Cuzzi,30
662403,483919,Mark Ripperger,21
662404,484183,Cory Blaser,15
662405,427184,Greg Gibson,20
662406,504381,Will Little,15
662407,427128,Rob Drake,14
662408,598411,Nestor Ceja,19
662409,521889,Stu Scheurwater,13
662410,544728,Nic Lentz,17
662411,544728,Nic Lentz,22
662412,504381,Will Little,12
662413,427344,Bill Miller,16
662414,427139,Doug Eddings,14
662415,427286,Brian Knight,18
662416,427044,CB Bucknor,27
662417,484499,Manny Gonzalez,17
662418,605671,Charlie Ramos,16
662419,521889,Stu Scheurwater,15
662420,427139,Doug Eddings,19
662421,644760,Adam Beck,12
662422,427537,Hunter Wendelstedt,20
662423,427366,Brian O'Nora,20
662424,427044,CB Bucknor,10
662425,427362,Jeff Nelson,16
662426,427019,Ted Barrett,15
662427,521251,Ben May,20
662428,427168,Marty Foster,22
662429,427013,Lance Barksdale,18
662430,427113,Laz Diaz,20
662431,504381,Will Little,16
662432,427537,Hunter Wendelstedt,10
662433,489985,Chad Whitson,19
662434,482608,Scott Barry,16
662435,427344,Bill Miller,19
662436,483912,Mike Muchlinski,13
662437,483912,Mike Muchlinski,19
662438,427286,Brian Knight,16
662439,427424,Jim Reynolds,20
662440,503490,Chris Segal,13
662441,596809,Ryan Additon,12
662442,639723,Brennan Miller,17
662443,427129,Bruce Dreckman,17
662444,573596,Pat Hoberg,17
662445,427144,Paul Emmel,16
662446,503077,Adam Hamari,19
662447,598411,Nestor Ceja,15
662448,575629,Shane Livensparger,24
662449,427164,Andy Fletcher,20
662450,521251,Ben May,15
662451,596740,Jansen Visconti,18
662452,427248,Dan Iassogna,11
662453,596809,Ryan Additon,19
662454,644760,Adam Beck,21
662455,490319,Jordan Baker,9
662456,596805,John Libka,13
662457,490319,Jordan Baker,13
662458,482666,D.J. Reyburn,10
662459,573769,Jeremy Riggs,9
662460,503077,Adam Hamari,14
662461,608093,Junior Valentine,12
662462,482608,Scott Barry,18
662463,429805,Todd Tichenor,13
662464,504381,Will Little,14
662465,482620,Chris Conroy,11
662466,605672,Jeremie Rehak,20
662467,573769,Jeremy Riggs,14
662468,503493,Sean Barber,16
662469,427520,Larry Vanover,19
662470,596740,Jansen Visconti,17
662471,483569,Vic Carapazza,22
662472,573596,Pat Hoberg,17
662473,427144,Paul Emmel,20
662474,427520,Larry Vanover,13
662475,521251,Ben May,20
662476,427168,Marty Foster,12
662477,427248,Dan Iassogna,15
662478,427533,Mark Wegner,19
662479,511890,Quinn Wolcott,10
662480,554242,Edwin Moscoso,22
662481,428442,James Hoye,18
662482,544728,Nic Lentz,12
662483,427053,Mark Carlson,12
662484,605672,Jeremie Rehak,23
662485,427366,Brian O'Nora,16
662486,598411,Nestor Ceja,19
662487,484198,Alan Porter,9
662488,428442,James Hoye,16
662489,427537,Hunter Wendelstedt,19
662490,427248,Dan Iassogna,16
662491,427292,Ron Kulpa,25
662492,427013,Lance Barksdale,14
662493,664265,Jose Navas,14
662494,594151,Ramon De Jesus,17
662495,427554,Jim Wolf,25
662496,575629,Shane Livensparger,18
662497,483919,Mark Ripperger,17
662498,427093,Phil Cuzzi,12
662499,427362,Jeff Nelson,18
662500,521251,Ben May,14
662501,545402,John Bacon,10
662502,623949,Clint Vondrak,20
662503,511890,Quinn Wolcott,16
662504,484198,Alan Porter,21
662505,644760,Adam Beck,14
662506,605674,Ryan Wills,11
662507,573597,Gabe Morales,19
662508,484183,Cory Blaser,12
662509,511890,Quinn Wolcott,21
662510,427315,Alfonso Márquez,8
662511,594151,Ramon De Jesus,16
662512,608093,Junior Valentine,13
662513,482663,David Rackley,16
662514,427520,Larry Vanover,13
662515,503493,Sean Barber,7
662516,427197,Chris Guccione,21
662517,427366,Brian O'Nora,14
662518,490319,Jordan Baker,15
662519,427315,Alfonso Márquez,15
662520,503490,Chris Segal,11
662521,547380,Carlos Torres,15
662522,484198,Alan Porter,20
662523,489985,Chad Whitson,17
662524,623938,Erich Bacchus,16
662525,573769,Jeremy Riggs,12
662526,503586,Tripp Gibson,10
662527,503502,Ryan Blakney,14
662528,427220,Angel Hernandez,15
662529,482663,David Rackley,16
662530,664265,Jose Navas,15
662531,545402,John Bacon,13
662532,511890,Quinn Wolcott,21
662533,644760,Adam Beck,19
662534,483561,Lance Barrett,17
662535,427053,Mark Carlson,23
662536,482641,Adrian Johnson,15
662537,605674,Ryan Wills,17
662538,503490,Chris Segal,15
662539,427206,Tom Hallion,14
662540,427534,Bill Welke,16
662541,427019,Ted Barrett,12
662542,483561,Lance Barrett,13
662543,605672,Jeremie Rehak,21
662544,504381,Will Little,17
662545,521051,Nick Mahrley,5
662546,573597,Gabe Morales,17
662547,484198,Alan Porter,21
662548,431232,Chad Fairchild,11
662549,483919,Mark Ripperger,14
662550,427339,Jerry Meals,23
662551,554242,Edwin Moscoso,13
662552,503493,Sean Barber,15
662553,427248,Dan Iassogna,11
662554,427534,Bill Welke,16
662555,605674,Ryan Wills,19
662556,484198,Alan Porter,10
662557,484183,Cory Blaser,15
662558,544728,Nic Lentz,16
662559,427197,Chris Guccione,19
662560,427013,Lance Barksdale,15
662561,484183,Cory Blaser,24
662562,427019,Ted Barrett,19
662563,427013,Lance Barksdale,11
662564,427537,Hunter Wendelstedt,22
662565,554242,Edwin Moscoso,15
662566,427164,Andy Fletcher,19
662567,427537,Hunter Wendelstedt,19
662568,503077,Adam Hamari,17
662569,427113,Laz Diaz,17
662570,596809,Ryan Additon,15
662571,427053,Mark Carlson,19
662572,482641,Adrian Johnson,19
662573,482620,Chris Conroy,16
662574,483919,Mark Ripperger,16
662575,598411,Nestor Ceja,17
662576,547380,Carlos Torres,17
662577,427366,Brian O'Nora,21
662578,431232,Chad Fairchild,21
662579,427339,Jerry Meals,19
662580,482608,Scott Barry,19
